school,title,start,end,url,location,city,isOnline,description,imageUrl
EDHEC Alumni,"Carrière  - Atelier ""Pitch en 3 minutes : se présenter efficacement en entretien"" – partie 2",2025-11-14 13:00:00+00:00,2025-11-14T14:00:00+00:00,https://alumni.edhec.edu/event/carriere-atelier-pitch-en-3-minutes-se-presenter-efficacement-en-entretien-partie-2/2025/11/09/22358,En ligne,,True,"CET ATELIER EST RÉSERVÉ AUX PERSONNES AYANT PARTICIPÉ AU WEBINAIRE : PITCH EN 3 MINUTES : SE PRÉSENTER EFFICACEMENT EN ENTRETIEN – PARTIE 1 DU 14/11/2025Cette thématique sera abordée en 2 temps :- un webinaire le 17 Octobre à 13h- un atelier le 14 Novembre à 13h, réservé à 5 participants. Le mode d'inscription vous sera précisé lors du webinaire du 17 OctobreL' EDHEC Career Centre for life t'invite à participer à l'atelier : Pitch 3 min : se présenter efficacement en entretienCet atelier est pour vous si vous souhaitez faire la différence et convaincre en entretien grâce à une présentation impactante et ciblée.L’objectif est de vous permettre :Apprendre et vous entrainer à vous présenter en 3 minutes (présentation de début d’entretien des recruteurs, chasseurs de tête, DRH)Mesurer et améliorer l’impact de votre communication verbale et non-verbaleAu programme:Apport de contenu méthodologique, et notamment d’une structure de PitchMise en situation en groupesModalités:5 personnes maximumDurée : 1hIntervenante Laurence Ménard-Zantman, diplômée de l’ESCP, Coach certifiée, Laurence accompagne en coaching et en outplacement les cadres dirigeants tout au long de leur vie professionnelle. Sa pratique s’appuie sur plus de 20 ans d’expérience managériale dans des fonctions de Direction Marketing au sein de sociétés internationales. Laurence est animée par la passion de l’humain et le sens de l’engagement, mais aussi la culture du résultat et de l’excellence. Elle est actuellement Directrice Générale au sein du Cabinet L'Espace Dirigeants.",https://alumni.edhec.edu/medias/image/883710255686bc4df35cd2.png
emlyon alumni,INVITATION I Petits séminaires de l’Académie diplomatique et consulaire,2025-11-14 13:00:00+00:00,2025-11-14T16:00:00+00:00,https://www.emlyon-alumni.com/event/invitation-i-petits-seminaires-de-l-academie-diplomatique-et-consulaire/2025/11/09/688,"campus emlyon business school, 144, Avenue Jean Jaurès, 69007, LYON, FR",LYON,False,"Emlyon business school et l’Académie diplomatique et consulaire ont le plaisir de vous convier à une table-ronde consacrée aux enjeux stratégiques et socio-économiques liés à l’intelligence artificielle et au numérique.Cet événement sera l’occasion de croiser les regards d’acteurs institutionnels, académiques autour d’une question centrale :  Comment la France et l’Europe peuvent-elles transformer leurs atouts numériques et scientifiques en leviers d’influence et de compétitivité à l’échelle mondiale ?  ⏰ Vendredi 14 novembre 2025 de 13h00 à 16h00📍 Campus d’emlyon business school144 avenue Jean Jaurès, 69007 Lyon  Intervenants :- Annika ROMANO, professeur à emlyon business school en droit international et numérique- David VALLAT, Sciences Po Lyon, directeur académique de la Public Factory, membre du laboratoire Magellan (IAE de Lyon)- Eric TANNIER, directeur de recherche, INRIA, responsable de l'équipe SEMIS- Julien VELCIN, professeur en computer science, Centrale Lyon, membre du laboratoire de recherche LIRIS  Animateurs :- Pascal ROOS, chef du département recherche/action Académie diplomatique et consulaire/ Ministère de l'Europe et des Affaires étrangères- Benoit LOEILLET, professeur associé en Data science, responsable du département ODAI à emlyon. Au programme :13h00  | Accueil13h30 à 15h00 | Table ronde 15h00 à 15h45 | Echange autour d'un café Cordialement, L'équipe d'organisation emlyon business school",https://www.emlyon-alumni.com/medias/image/499827541690b14405c5d1.png
CentraleSupélec Alumni,Repreneurs : conférence Search Fund organisée par Paris Dauphine,2025-11-14 17:30:00+00:00,2025-11-14T20:00:00+00:00,https://association.centralesupelec-alumni.com/event/repreneurs-conference-search-fund-organisee-par-paris-dauphine/2025/11/09/9520,En ligne,PARIS,True,"Objet : Participez à la conférence Search Fund exceptionnelle à Paris Dauphine : le 14 novembre à 17h30 !Chers membres du club Repreneurs CentraleSupelec,Nous avons le plaisir de vous inviter à une conférence incontournable dédiée à l’Entrepreneurship Through Acquisition (ETA) et au Search Fund, organisée par l’Executive MBA Paris Dauphine, avec le support de Dauphine Alumni et G2E - Grandes Ecoles Entrepreneurs.Devenez ""Searcher"" Vous avez un parcours solide (MBA, finance, conseil, management ...) et l'ambition de diriger une PME ?  Le Search Fund vous permet de financer deux années de recherche d'entreprise, accompagnées par des investisseurs expérimentés. Une classe d'actif à fort potentiel Avec un TRI historique supérieur à 30%, le Search Fund attire chefs d'entreprise, cadres, dirigeants et gérants de family offices. Un modèle fondé sur la confiance, la proximité et la performance : miser sur un entrepreneur avant même la reprise, pour construire ensemble une réussite durable.📅 Date : Vendredi 14 novembre 2025  à 17h30📍 Lieu : Université Paris Dauphine (présentiel & distanciel)  Au programme :• Keynote inspirant de Benoit Leleux (professeur à l'IMD Lausanne) sur l’ETA et le Search Fund• Table ronde avec David Briend & Mikaël Boulon (searchers), David LESCURE (ancien searcher, CEO de GHS), Fabrice Petit (entrepreneur/investisseur) et animée par Pierre-Paul Benoit (ECP 86).• Cocktail d’échanges informels pour élargir votre réseau.Que vous soyez entrepreneur, searcher, investisseur, académique ou tout simplement curieux du modèle Search Fund, cette soirée sera l’occasion d’ouvrir votre réseau et de renforcer votre compréhension de l’ETA !Inscription obligatoire : Cliquez sur ce lien pour vous inscrire  N’hésitez pas à convier vos contacts intéressés par l’entrepreneuriat et la reprise d’entreprises !Au plaisir de vous retrouver nombreux pour ce grand rendez-vous !Bien à vous,  Jean-Christophe STRICH / CentraleSupelec Repreneurs Vos contacts à PSLNicolas Berland : nicolas.berland@dauphine.psl.eu Nathalie Morisseau : emba@dauphine.psl.eu",https://association.centralesupelec-alumni.com/templates/common/images/background/event/bg-event-default.jpg
AX Polytechnique Alumni,Cocktail-dîner de promotion,2025-11-14 18:30:00+00:00,2025-11-14T23:00:00+00:00,https://ax.polytechnique.org/event/cocktail-diner-de-promotion/2025/11/09/2690,"Maison des X, Hôtel de Poulpry, 12 rue de Poitiers, 75007, Paris, FR",Paris,False,"Notre prochaine réunion de promotion sera un cocktail-dîner à la Maison des X. Nous avons choisi une formule qui privilégie les échanges ; l’entrée et le dessert seront sous forme de cocktail et buffet,  et le plat principal sera servi à table.Apéritif et entrée dans le salon Blanc et le Boudoir (cocktail)Dîner dans le Grand Salon et le Quadrille (tables rondes)Buffet de dessert à l'Orangeraie (cocktail)",https://ax.polytechnique.org/medias/image/175129294668d3c6e3df8ee.png
ESSEC Alumni,6e édition du festival de ciné-débat : Les 5 projections et débats,2025-11-14 20:15:00+00:00,2025-11-16T18:50:00+00:00,https://www.essecalumni.com/event/6e-edition-du-festival-de-cine-debat-les-5-projections-et-debats/2025/11/09/7906,"Les 7 Parnassiens, 98 Boulevard du Montparnasse, 16 Rue Delambre, 75014, PARIS, FR",PARIS,False,"6e EDITION DU FESTIVAL DE CINE-DEBAT : LES 5 PROJECTIONS ET DEBATSVendredi 14 Novembre au Dimanche 16 Novembre  Rejoignez-nous pour un cycle unique mêlant cinéma et débats autour des grands enjeux contemporains : transition écologique, impact du numérique, sécurité & climat, résilience et nouveaux récits collectifs.Chaque séance associe un film marquant à un échange animé par des experts.Vendredi 14 novembre20h15 - Film : Amour ApocalypseUn regard sensible sur l’anxiété écologique et le besoin de lien.22h00 - Débat : Transition écologique – après l’élan, le recul ?État des lieux, évolutions sociales & politiques.Samedi 15 novembre14h15 - Film : The Social NetworkOrigines et dérive d’un réseau devenu mondial.16h20 - Débat : 20 ans après, que reste-t-il de “social” ?Réseaux sociaux : lien ou fragmentation ?20h00 - Film : VicePouvoir, stratégie & influence aux USA.22h15 - Débat : La sécurité peut-elle se passer du climat ?Géopolitique, souveraineté & transition énergétique.Dimanche 16 novembre10h00 - Film : SiratQuête familiale & immersion dans le désert marocain.12h00 - Débat : Du deuil à l’actionComment renaître face aux crises ?17h00 - Film : The Truman ShowContrôle, illusion, conditionnement.18h50 - Débat : Peut-on se passer des mythes ?Récits collectifs & transformation sociétale.S'inscrireLes intervenants : Les échanges seront animés par des experts et professionnels du secteur.",https://www.essecalumni.com/medias/image/74168974669047c8e52034.png
CentraleSupélec Alumni,Visite guidée de la Galerie dorée de la Banque de France,2025-11-15 08:45:00+00:00,2025-11-15T10:30:00+00:00,https://association.centralesupelec-alumni.com/event/visite-guidee-de-la-galerie-doree-de-la-banque-de-france/2025/11/09/9225,"Banque de France, 2, Rue Radziwill, 75001, PARIS, FR",PARIS,False,"Crédits photographiques : Banque de France – Tous droits réservés Siège de la Banque depuis 1808, l’hôtel de la Vrilliere, connu au XVIIIe siècle comme l’hôtel de Toulouse, abrite une des plus belles galeries privées. Construite par Mansart pour exposer une collection de tableaux de maîtres Italiens, elle fut redécorée au XVIIIe siècle et constitue un modèle de style régence et de l’esprit baroque. Ses grands tableaux, sculptures et lambris dorés font de la Galerie Dorée un lieu somptueux, chargé d’histoire.Nous découvrirons également la salle du damier.Une visite pour un émerveillement esthétique et la découverte de l’histoire de l’hôtel et de ses occupants.ATTENTION - la liste des participants devra être communiquée à la conférencière au plus tard le mercredi 5 novembre, pour être transmise à la Banque de France ;- une pièce d’identité devra être présentée sur place.L’entrée dans la Banque de France est prévue à 09 h 00 précises : le rendez-vous est donc fixé à 08 h 45 précises.Convocation des participants 15 minutes avant l’horaire, car il faut s’équiper en audiophones.Informations pratiques Rendez-vous devant l’entrée de la Banque de France :2, rue Radziwill, 75001 Paris.Durée de la visite : 1 h 30.Votre contact pour toute question : Jacqueline Pasdeloupjacqueline.pasdeloup@centralesupelec-alumni.org",https://association.centralesupelec-alumni.com/medias/image/162253693685d53483bb73.jpg
ESSEC Alumni,Holiday Get Together in Manila,2025-11-15 09:00:00+00:00,2025-11-15T12:00:00+00:00,https://www.essecalumni.com/event/holiday-get-together-in-manila/2025/11/09/7852,"Wildflour Greenbelt, Ground Level, Ayala Center, Esperanza Street Greenbelt 3,  Metro Manila, 1228, MAKATI CITY, PH",MAKATI CITY,False,"Dear Alumni,Let's gather during the holidays for a Get Together!📆Date: Saturday, November 15th⏰Time: 4 pm📍Location: Wildflour Restaurant - GreenbeltRegister below 👇We look forward to see you there!📸: ESSEC Alumni may use photos and videos taken during this event in its various communication media (brochures, newsletters, articles, Reflets magazine, social media, websites, etc.). If you do not wish to be filmed or photographed, please inform us by e-mail (florence.zheng@essec.edu) before the event.",https://www.essecalumni.com/medias/image/185851884568f7a73f112b6.jpeg
ESSEC Alumni,🎉50 ans du Global BBA  (ex EPSCI),2025-11-15 10:30:00+00:00,2025-11-16T02:00:00+00:00,https://www.essecalumni.com/event/tada-50-ans-du-global-bba-ex-epsci/2025/11/09/7518,"Cergy Campus  la journée - Soirée à Paris, FR",,False,"Le programme ESSEC Global BBA (ex EPSCI) fête ses 50 ans !Un demi-siècle de trajectoires inspirantes, de souvenirs marquants et de liens tissés sur les bancs de Cergy, Rabat ou Singapour.Cette journée exceptionnelle est votre moment pour célébrer, retrouver vos amis de promo, vos anciens professeurs, et toutes celles et ceux qui ont marqué votre aventure BBA.🕐 Programme de la journée📍 Campus ESSEC CergyRedécouvrez le lieu où tout a commencé !10H– Accueil & café d’arrivée sur le campus ESSEC à Cergy11H00 - Conférence anniversaire : 50 ans d’aventures BBAUn retour vivant et inspirant sur les temps forts de ces cinq décennies, les grandes évolutions du programme et les trajectoires marquantes de celles et ceux qui l’ont fait vivre.Interventions de figures marquantes du programme (anciens directeurs, alumni, enseignants).12h00 – Cocktail networking déjeunatoireUn moment convivial pour échanger avec d’autres alumni dans une ambiance détendue.14h00 – Masterclasses (au choix)Deux sessions animées par des professeurs emblématiques du programme, entre regards d’experts et souvenirs partagés.15h00 – ReDécouverte ! Un temps de respiration, d’échanges informels et de souvenirs partagés.Parcours de visite :• Lieux emblématiques du BBA (salles historiques, lieux de vie...)• Nouveaux espaces du campusProfitez du campus à votre rythme, retrouvez votre promo, reprenez une photo devant le mythique amphi d’accueil…Conjoints et enfants (dès 16 ans) sont conviés et bienvenus à cette journée ! 🌆 Le soir à Paris – Une célébration sur la Seine - soirée réservée aux alumni BBA et leur accompagnant📍 Péniche Jardins du Pont Neuf (Quai de l’Horloge, 75001 Paris)Rendez-vous sur cette élégante péniche amarrée au cœur de Paris, pour une soirée à la fois festive, chaleureuse et pleine de surprises.Dès 19h30 : Cocktail dinatoire debout 🍾Dès 22H : DJ set & soirée dansante 💃🏻Après votre inscription, partagez un peu de vous-même avec les autres alumni inscrits en remplissant le questionnaire ici  ! Vous découvrirez que vous avez plus en commun que vous ne l'imaginez ! Le trombinoscope des inscrits vous sera envoyé dix jours avant la célébration.INSCRIPTIONSLes inscriptions sont ouvertes dans le module d'inscription ci-dessous.En cas de difficulté pour vous inscrire, contacter Céline LEVEQUE : celine.leveque@essec.eduLes remboursements ne seront plus possibles 2 semaines avant l'événement, soit le 1er novembre.ESSEC Alumni peut être amené à diffuser les photos et vidéos prises lors de cet événement dans ses différents supports de communication (brochures, newsletters, articles, magazine Reflets, médias sociaux, sites web, etc.). Si vous ne souhaitez pas être filmé ou photographié, merci de nous le signaler par e-mail (alumni-events@essec.edu) avant la tenue de l'événement.---------------- English below 👇🏻ESSEC Global BBA Programme (formerly EPSCI) celebrates its 50th anniversary!Half a century of inspiring journeys, memorable moments and connections forged on the ESSEC Campus in Cergy, Rabat or Singapore.This exceptional day is your moment to celebrate, reconnect with fellow alumni, former professors and everyone who made your BBA journey special.🕐Programme for the Day📍 ESSEC Campus CergyRediscover the place where it all began!- 10:00 am - Welcome & arrival coffee on the ESSEC Campus in Cergy- 11:00 am - Anniversary conference: 50 years of BBA adventuresA lively and inspiring look back at the highlights of the past five decades, the major developments in the program and the remarkable careers of those who have brought it to life.Contributions from prominent figures in the program (former directors, alumni, teachers).- 12:00 pm - Networking lunch cocktailA warm moment to catch up with fellow alumni in a relaxed atmosphere.- 2:00 pm - Masterclasses (choose one)Two sessions led by iconic ESSEC professors, sharing expert insights and memories.- 3:00 pm - Rediscovery! A time to relax, chat informally, and share memories.Tour itinerary:• Iconic BBA locations (historic rooms, common areas, etc.)• New campus spacesEnjoy the campus at your own pace, catch up with your classmates, take another photo in front of the legendary welcome lecture hall...Spouses and children (16+ years old) are welcome to join!🌆Evening in Paris, a celebration on the Seine - evening reserved for BBA alumni and their guests📍Péniche Les Jardins du Pont Neuf (Quai de l'Horloge, 75001 Paris)Join us on this elegant boat moored in the heart here ris for a festive, warm and surprise-filled evening.- 7:30 pm: Standing cocktail reception🍾- 10:00 pm: DJ set & dance party💃🏻After registering, share a bit about yourself with fellow alumni  by filling in the questionnaire here ! You'll be surprised at how much you have in common!The information Who’s who will be shared with you ten days before the Celebration!REGISTRATIONRegister through the module below. If you have any problems registering, please contact Céline LEVEQUE: celine.leveque@essec.edu, on November 1.No refunds will be possible 2 weeks prior to the event.ESSEC Alumni may distribute photos and videos taken during the event in its various communication media (brochures, newsletters, articles, Reflets magazine, social media, websites, etc.). If you do not wish to be filmed or photographed, please let us know by e-mail (alumni-events@essec.edu) before the event.",https://www.essecalumni.com/medias/image/14253192736852e23ca9184.png
AX Polytechnique Alumni,"À la découverte du continent blanc - Expédition en Antarctique, du 3 au 14 janvier 2026",2025-11-15 12:00:00+00:00,2025-11-15T13:00:00+00:00,https://ax.polytechnique.org/event/a-la-decouverte-du-continent-blanc-expedition-en-antarctique-du-3-au-14-janvier-2026/2025/11/09/2393,"GPX, 12, Rue de Poitiers, 75007, PARIS, FR",PARIS,False,"Cap au Sud ! Depuis le temps que vous rêviez de voir la boussole indiquer sans en démordre cette direction, le rêve devient tangible avec cette croisière spécialement conçue pour vous offrir toutes les richesses du Grand Continent blanc en seulement dix jours... L’essentiel de l’Antarctique est réuni en un voyage : la glace sous toutes ses formes, les colonies de manchots, l’observation des mammifères marins, l’histoire d’une exploration héroïque. Un voyage incontournable dans une vie d’explorateur et d’amoureux de la nature. Chaque jour, en fonction des conditions de glace, nous vous proposerons des débarquements ou sorties en zodiac à la découverte de l’infinie richesse de l'Antarctique : Glaciers, banquise, icebergs tabulaires, sommets montagneux plongeant à pic dans l’eau, plages volcaniques, bases scientifiques, baies enchanteresses ou bien encore vestiges de l’industrie baleinière.Voir plus...",https://ax.polytechnique.org/medias/image/8397616836798c356ec873.jpg
AX Polytechnique Alumni,"Buenos Aires et Colonia, du 14 au 17 janvier 2026",2025-11-15 16:00:00+00:00,2025-11-15T17:00:00+00:00,https://ax.polytechnique.org/event/buenos-aires-et-colonia-du-14-au-17-janvier-2026/2025/11/09/2582,"GPX, 12 RUE DE POITIERS, 75007, PARIS, FR",PARIS,False,"Prolongez votre expédition en Antarctique par la visite de Buenos Aires et Colonia, classée au patrimoine mondial de l'UNESCO...Une promenade en bateau est prévue sur le delta en service groupé avec guide francophone privé, avec découverte de la région du Tigre, sur le delta du fleuve Paraná. Le delta est parsemé d’îles et de presqu’îles dont certaines ne sont accessibles qu’en bateau, d’où le nom quelquefois donné - bien à tort d’ailleurs - de « Venise de Buenos Aires » à la ville.Plus d'infos",https://ax.polytechnique.org/medias/image/205320028684adb629e0ed.jpg
Dauphine Alumni,Nuit des L3 2025,2025-11-15 22:30:00+00:00,2025-11-16T04:30:00+00:00,https://www.dauphine-alumni.org/event/nuit-des-l3-2025/2025/11/09/3158,"La Palmeraie, 20 RUE DU COLONEL PIERRE AVIA, 75015, PARIS, FR",PARIS,False,"Dauphine Alumni a le plaisir de vous inviter à la NUIT DES L3 2025, un événement organisé à l’initiative d’Esprit Dauphine et avec le soutien de l’Université Paris Dauphine-PSL.La Nuit des L3 2025Samedi 15 novembre 2025 à partir de 22h30 à la Palmeraie20 rue du Colonel Pierre Avia 75015 ParisVous êtes attendu(e)s dans vos plus belles tenues de gala !Les billets sont gratuits pour les diplômé(e)s inscrit(e)s à la Cérémonie de remise des diplômes de L3.Les diplômé(e)s de L3 inscrit(e)s pourront venir accompagné(e)s d'une personne (ticket payant à tarif réduit), qui peut être différente d'une des deux qui ont été à leurs côtés pendant la cérémonie.La capacité d’accueil étant limitée, les premier(e)s accompagnant(e)s inscrit(e)s seront prioritaire(s).Le vendredi 7 novembre, la billetterie ouvrira à l’ensemble des étudiant(e)s dauphinois(es), sous réserve de places disponibles. L’abus d'alcool est dangereux pour la santé - Interdit aux mineurs Billet non remboursable - L'établissement se réserve le droit d'admission.Pour toute question sur l'événement,veuillez écrire à :CLIQUEZ ICI  ou CLIQUEZ ICI",https://www.dauphine-alumni.org/medias/image/1965796875690a02983ce72.png
emlyon alumni,Exclusive alumni evening with Isabelle Huault in Riyadh,2025-11-16 17:00:00+00:00,2025-11-16T19:00:00+00:00,https://www.emlyon-alumni.com/event/exclusive-alumni-evening-with-isabelle-huault-in-riyadh/2025/11/09/621,"Bonjour Saudi, Ad Dawh Al Kabir, 13712, DIRIYAH, SA",DIRIYAH,False,"Dear emlyon alumni in Saudi Arabia and in the United Arab Emirates,We are delighted to invite you to a special meeting with Isabelle Huault, President and Dean of emlyon business school, during her visit to Saudi Arabia.Join us for an exceptional evening dedicated to the emlyon alumni community On Sunday 16th November, from 7pm to 9pm, at “Bonjour Saudi” Restaurant in RiyadhAddress : Ad Dawh Al Kabir, Samhan, Diriyah 13712This unique opportunity will allow you to discover the strategic directions of emlyon for the coming years, directly presented by Isabelle Huault, a visionary leader committed to the school’s growth and evolution.Don’t miss this rare opportunity to engage directly with one of the key figures in higher education and ask your questions about the future of our school. This event promises to be a meaningful moment of connection, sharing, and inspiration for all attending alumni.Finger food and drinks will be offered by the School.For any questions regarding this event, you can contact Floriane Lambert, Alumni Relation Department at flambert@em-lyon.com We look forward to seeing many of you on 16th November !",https://www.emlyon-alumni.com/medias/image/2063828089682f1ae0f002f.jpg
AX Polytechnique Alumni,"Petit déjeuner GEF : Marie-Anne Barbat-Layani, présidente de l'AMF",2025-11-17 08:30:00+00:00,2025-11-17T10:00:00+00:00,https://ax.polytechnique.org/event/petit-dejeuner-gef-marie-anne-barbat-layani-presidente-de-l-amf/2025/11/09/2738,"Cercle de l'Union Interalliée, 33, Rue du Faubourg Saint-Honoré, 75008, PARIS, FR",PARIS,False,"Grandes Ecoles au Féminin a le plaisir de vous inviter à un petit déjeuner avecMarie-Anne Barbat-Layani, Présidente de l’Autorité des marchés financiers (AMF) Lundi 17 novembre 2025 de 8h30 à 10h00 Au Cercle de L’Union Interalliée33 rue du Faubourg Saint-Honoré75008 Paris(Métro Concorde)Diplômée de Sciences Po Paris et de l’ENA, ancienne élève du master de politique publique à New York University, Marie-Anne Barbat-Layani a construit un parcours exemplaire à la croisée de la haute fonction publique et du secteur privé.Elle a occupé des postes de tout premier plan dans des univers longtemps réservés aux hommes — la direction du Trésor, les cabinets ministériels à Matignon et à Bercy — avant de rejoindre le Crédit Agricole, puis la Fédération Bancaire Française (FBF). Première femme Secrétaire générale des ministères économiques et financiers à Bercy, première femme adjointe du chef de Cabinet à Matignon, elle est depuis 2022 la première femme présidente de l’Autorité des marchés financiers (AMF). Nous aurons le plaisir d’échanger avec elle sur les moments-clés de son remarquable parcours, sur la place des femmes dans les cercles de pouvoir économique, et sur cette conviction qu’elle résumait récemment dans La Revue d’économie financière : « La finance devrait plus s’intéresser aux femmes, et les femmes à la finance. » ******L’accueil petit-déjeuner commencera à 8 heures au Cercle de l'Union Interalliée, 33 rue duFaubourg Saint-Honoré, 75008 Paris. Les échanges commenceront à 8h30 précises pours'achever à 10 heures. Nous espérons vous accueillir nombreux et nombreuses. Une tenue correcte est exigée pour entrer au Cercle : une cravate pour les hommes et pas dejean ni pour les hommes, ni pour les femmes. L’inscription est obligatoire et se fait uniquement par paiement en ligne sur Eventbrite. > JE M’INSCRISMENTIONS LEGALESLes informations personnelles renseignées lors de l'inscription sont nécessaires au traitement devotre demande d'inscription à l'événement GEF. Elles sont enregistrées dans un fichier et font l’objetd’un traitement informatique. Ces informations sont destinées au secrétariat de l’association etpermettent de vous adresser les prochaines invitations aux événements GEF ainsi que touteinformation relative à l'activité de GEF. En application de la réglementation en vigueur, vous bénéficiez d’un droit d’accès, de rectification, de mise à jour et d'effacement des informations qui vous concernent. Si vous souhaitez exercer ce droit et obtenir communication des informations vous concernant, veuillez-vous adresser à : contact@grandesecolesaufeminin.fr",https://ax.polytechnique.org/medias/image/35029764269038cabd9541.jpg
ESSEC Alumni,Visite de l'usine BIC - Tour de France de nos Industries,2025-11-17 08:30:00+00:00,2025-11-17T15:30:00+00:00,https://www.essecalumni.com/event/visite-de-l-usine-bic-tour-de-france-de-nos-industries/2025/11/09/7823,"BIC Factory, 5, Rue Edouard Buffard, 77144, MONTEVRAIN, FR",MONTEVRAIN,False,"Événement réservé aux étudiants ESSEC de Cergy.Cher(e)s étudiant(e)s, Dans le cadre du Tour de France de nos Industries organisé par Bpifrance et l’Opco 2i, vous êtes invités à une matinée de découverte et d’analyse du monde industriel au travers de l’entreprise BIC, grand artisan et créateur du stylo 4 couleurs, le lundi 17 novembre de 8h30 à 15h30.La BIC Factory, entreprise élue préférée des français, confectionne les produits du quotidien avec comme marque de fabrique le stylo 4 couleurs.Pour sa 3ᵉ édition, le Tour de France de nos Industries s’arrête dans l’usine BIC pour faire découvrir l’un des fleurons industriels français, qui tient sa renommée par l’invention du 4 couleurs. Avec comme ambition forte de faire découvrir l’industrie à tous, TDFI c’est 14 dates pour rapprocher jeunes et dirigeants grâce à des visites d’usine et rencontres de dirigeants.Vous participerez à des échanges privilégiés avec le directeur de site ainsi que la visite de l’usine pour comprendre son fonctionnement et les différents métiers qui l’animent. Vous aurez également un temps d’échange en forme d’atelier sur l'innovation et la modernisation des usines avec la direction de l’entreprise et la partie experte en innovation de Bpifrance.📌 Informations pratiques :Une navette viendra vous chercher à 8h30 à la gare Val d'Europe.La journée sera exclusivement en anglais.La visite sera suivie d'un déjeuner et d'un atelier dans les locaux de Bpifrance à Maisons-Alfort. Pour être tenu au courant, merci de rejoindre le Groupe WhatsApp de l'événement :  https://chat.whatsapp.com/IGjVKGobjcS7vcTjaqiaUm?mode=ems_share_t  INSCRIPTIONS Les inscriptions sont ouvertes dans le module d'inscription ci-dessous. Événement limité à 50 places et réservé aux étudiants de Cergy ! Au plaisir de vous retrouver ! La filière Deeptech et Industrie du Futur de l'ESSEC en partenariat avec le Club ESSEC Alumni Industrie📢 Alumni ESSEC, rejoignez le Club Industrie en devenant membre pour être informé des prochains événements juste ici.",https://www.essecalumni.com/medias/image/16662307768ef5016df820.png
HEC Alumni,"Petit déjeuner GEF avec Marie-Anne Barbat-Layani, Présidente de l'AMF",2025-11-17 08:30:00+00:00,2025-11-17T10:00:00+00:00,https://www.hecalumni.fr/event/petit-dejeuner-gef-avec-marie-anne-barbat-layani-presidente-de-l-amf/2025/11/09/13121,"Cercle de l'Union Interalliée, 33, Rue du Faubourg Saint-Honoré, 75008, PARIS, FR",PARIS,False,"HEC We&men a le plaisir de relayer l'invitation de Grandes Ecoles au Fémininpour un petit déjeuner avecMarie-Anne Barbat-Layani,Présidente de l’Autorité des marchés financiers (AMF)Lundi 17 novembre 2025 de 8h30 à 10h00Au Cercle de L’Union Interalliée33 rue du Faubourg Saint-Honoré75008 ParisJe m’inscrisDiplômée de Sciences Po Paris et de l’ENA, ancienne élève du master de politique publique à New York University, Marie-Anne Barbat-Layani a construit un parcours exemplaire à la croisée de la haute fonction publique et du secteur privé.Elle a occupé des postes de tout premier plan dans des univers longtemps réservés aux hommes — la direction du Trésor, les cabinets ministériels à Matignon et à Bercy — avant de rejoindre le Crédit Agricole, puis la Fédération Bancaire Française (FBF).Première femme Secrétaire générale des ministères économiques et financiers à Bercy, première femme adjointe du chef de Cabinet à Matignon, elle est depuis 2022 la première femme présidente de l’Autorité des marchés financiers (AMF).Nous aurons le plaisir d’échanger avec elle sur les moments-clés de son remarquable parcours, sur la place des femmes dans les cercles de pouvoir économique, et sur cette conviction qu’elle résumait récemment dans La Revue d’économie financière : « La finance devrait plus s’intéresser aux femmes, et les femmes à la finance. »Informations pratiques :L’accueil commencera le 17 novembre 2025, à 8 heures au Cercle de l'Union Interalliée, 33 rue du Faubourg Saint-Honoré, 75008 Paris. Les échanges commenceront à 8h30 précises pour s'achever à 10 heures.Une tenue correcte est exigée pour entrer au Cercle : une cravate pour les hommes et pas de jeans ni pour les hommes, ni pour les femmes.L’inscription est obligatoire et se fait uniquement par paiement en ligne.Pour les billets ""Étudiant ou sans emploi"", un contrôle sera effectué à l’accueil de l’événement. Merci de prévoir un justificatif.Nous espérons vous accueillir nombreuses et nombreux.Très amicalement,L’équipe @GEFofficiel.Je m’inscrisVous pouvez suivre GEF sur LinkedIn : @GEFofficiel. Nous postons régulièrement des informations sur notre actualité, les femmes, l'égalité professionnelle, le leadership et le monde qui changeMENTIONS LEGALESLes informations personnelles renseignées lors de l’inscription sont nécessaires au traitement de votre demande d’inscription à l’événement GEF. Elles sont enregistrées dans un fichier et font l’objet d’un traitement informatique. Ces informations sont destinées au secrétariat de l’association et permettent de vous adresser les prochaines invitations aux événements GEF ainsi que toute information relative à l’activité de GEF.En application de la réglementation en vigueur, vous bénéficiez d’un droit d’accès, de rectification, de mise à jour et d’effacement des informations qui vous concernent. Si vous souhaitez exercer ce droit et obtenir communication des informations vous concernant, veuillez-vous adresser à : contact@grandesecolesaufeminin.frVous pouvez suivre GEF sur LinkedIn : @GEFofficiel.Nous y postons régulièrement des informations sur notre actualité, les femmes, l’égalité professionnelle, le leadership et le monde qui change",https://www.hecalumni.fr/medias/image/2126826029690b20144ede2.png
